SURVYEAR	LFSSTAT	PROV	SEX	TENURE	UNION	HRLYEARN	EDUC	AGE
2004	Employed,	AL	Male	29	No	51.92	BA or More	45-59
2004	Employed,	ON	Male	130	No	17.09	BA or More	15-29
2004	Employed,	ON	Female	240	Yes	23.56	Some PS	45-59
2004	Employed,	AL	Female	147	NA	NA	HS Dropout	45-59
2004	Employed,	BC	Male	240	Yes	25	Some PS	30-44
2004	Employed,	QU	Female	168	No	27.47	Some PS	45-59
2004	Employed,	ON	Male	63	No	19.17	Some PS	45-59
2004	Unemployed	QU	Male	NA	NA	NA	Some PS	45-59
2004	Employed,	AL	Female	36	No	10.5	BA or More	15-29
2004	Employed,	BC	Male	59	No	19.26	BA or More	30-44
2004	Employed,	BC	Female	49	Yes	28.25	Some PS	15-29
2004	Employed,	BC	Male	31	Yes	30.77	HS Grad	30-44
2004	Employed,	ON	Male	71	Yes	29.74	Some PS	30-44
2004	Employed,	QU	Female	138	No	11.66	Some PS	30-44
2004	Employed,	QU	Female	118	No	15.09	HS Grad	30-44
2004	Employed,	BC	Male	34	No	24.04	BA or More	30-44
2004	Employed,	QU	Male	6	Yes	28	Some PS	45-59
2004	Employed,	QU	Female	54	No	15.73	Some PS	30-44
2004	Unemployed	QU	Male	NA	NA	NA	HS Grad	15-29
2004	Employed,	ON	Female	108	NA	NA	BA or More	30-44
2004	Employed,	ON	Male	182	Yes	28	HS Grad	45-59
2004	Employed,	QU	Male	11	No	25.64	BA or More	30-44
2004	Unemployed	ON	Female	NA	NA	NA	Some PS	15-29
2004	Employed,	ON	Female	15	No	9	Some PS	15-29
2004	Employed,	ON	Male	73	No	10	HS Grad	30-44
2004	Employed,	ON	Female	90	NA	NA	Some PS	30-44
2004	Employed,	QU	Female	21	Yes	8.3	HS Dropout	15-29
2004	Employed,	AL	Male	8	No	24.04	Some PS	30-44
2004	Employed,	AL	Female	96	NA	NA	HS Grad	30-44
2004	Employed,	ON	Male	12	No	17.54	Some PS	30-44
2004	Employed,	ON	Female	53	Yes	14.95	BA or More	45-59
2004	Employed,	BC	Female	86	NA	NA	BA or More	30-44
2004	Employed,	ON	Female	114	No	32.16	BA or More	30-44
2004	Employed,	BC	Male	9	NA	NA	Some PS	45-59
2004	Employed,	BC	Male	37	No	21.69	BA or More	45-59
2004	Employed,	ON	Male	240	NA	NA	BA or More	45-59
2004	Employed,	BC	Female	10	No	16	Some PS	15-29
2004	Employed,	BC	Male	240	Yes	33.33	Some PS	30-44
2004	Employed,	AL	Male	47	No	17.31	BA or More	30-44
2004	Employed,	AL	Male	240	Yes	43.08	Some PS	45-59
2004	Employed,	QU	Male	58	No	8	HS Grad	30-44
2004	Employed,	QU	Female	207	Yes	18.95	Some PS	45-59
2004	Employed,	QU	Female	22	Yes	10.05	HS Dropout	30-44
2004	Employed,	BC	Female	193	NA	NA	HS Dropout	30-44
2004	Employed,	BC	Male	10	No	19	HS Dropout	15-29
2004	Employed,	QU	Male	191	No	33.65	BA or More	45-59
2004	Unemployed	QU	Female	NA	NA	NA	Some PS	15-29
2004	Employed,	BC	Male	240	Yes	27	HS Grad	30-44
2004	Employed,	ON	Female	240	Yes	18.97	HS Grad	45-59
2004	Employed,	ON	Male	135	No	43.27	BA or More	45-59
2004	Employed,	QU	Male	8	Yes	36	BA or More	45-59
2004	Employed,	ON	Male	240	NA	NA	BA or More	60+
2004	Employed,	AL	Male	81	No	12.5	HS Grad	45-59
2004	Employed,	ON	Female	222	Yes	18.52	HS Grad	45-59
2004	Unemployed	AL	Male	NA	NA	NA	Some PS	45-59
2004	Employed,	ON	Female	165	No	13	HS Dropout	30-44
2004	Employed,	BC	Male	211	NA	NA	Some PS	30-44
2004	Employed,	ON	Female	13	No	24.13	Some PS	30-44
2004	Employed,	ON	Male	149	NA	NA	HS Grad	30-44
2004	Employed,	BC	Male	20	No	8.85	Some PS	45-59
2004	Employed,	ON	Female	33	No	17	Some PS	15-29
2004	Employed,	AL	Female	9	Yes	13.5	Some PS	45-59
2004	Employed,	ON	Male	207	Yes	28	Some PS	30-44
2004	Employed,	AL	Male	3	No	11	Some PS	15-29
2004	Employed,	BC	Male	44	No	24.81	BA or More	45-59
2004	Unemployed	AL	Female	NA	NA	NA	HS Grad	45-59
2004	Employed,	QU	Female	20	Yes	12	BA or More	15-29
2004	Employed,	ON	Male	13	No	15	HS Dropout	15-29
2004	Employed,	AL	Male	25	No	4.95	Some PS	15-29
2004	Employed,	ON	Male	184	No	31.25	Some PS	30-44
2004	Employed,	QU	Female	71	No	22	Some PS	45-59
2004	Employed,	AL	Male	2	No	18	HS Grad	15-29
2004	Employed,	ON	Female	46	Yes	19	BA or More	45-59
2004	Employed,	QU	Female	1	No	7.4	Some PS	30-44
2004	Employed,	AL	Female	1	No	12	Some PS	15-29
2004	Employed,	ON	Female	115	No	14.5	Some PS	30-44
2004	Employed,	ON	Male	149	No	21	Some PS	45-59
2004	Employed,	BC	Female	33	No	10.77	HS Grad	45-59
2004	Employed,	ON	Male	49	No	38.46	HS Dropout	45-59
2004	Employed,	ON	Female	191	No	40.87	BA or More	45-59
2004	Employed,	QU	Female	7	No	9.5	HS Dropout	45-59
2004	Employed,	AL	Male	41	No	19.23	Some PS	30-44
2004	Employed,	QU	Female	59	NA	NA	Some PS	30-44
2004	Employed,	BC	Male	237	NA	NA	HS Dropout	60+
2004	Employed,	ON	Female	19	No	14.5	BA or More	30-44
2004	Employed,	ON	Female	40	No	31.79	Some PS	45-59
2004	Employed,	QU	Female	160	Yes	39.79	BA or More	30-44
2004	Employed,	QU	Male	23	Yes	16.83	HS Grad	30-44
2004	Employed,	ON	Female	49	Yes	21	BA or More	30-44
2004	Employed,	QU	Female	22	No	11.5	Some PS	15-29
2004	Employed,	BC	Female	67	Yes	20	Some PS	45-59
2004	Employed,	QU	Female	174	No	10	HS Dropout	45-59
2004	Employed,	ON	Female	9	No	8	BA or More	15-29
2004	Employed,	ON	Female	60	Yes	12.9	HS Grad	30-44
2004	Employed,	ON	Male	10	Yes	11	Some PS	30-44
2004	Employed,	QU	Female	143	Yes	18	Some PS	30-44
2004	Employed,	ON	Male	4	No	10	HS Dropout	15-29
2004	Employed,	ON	Male	7	No	10	HS Dropout	30-44
2004	Employed,	ON	Male	93	NA	NA	Some PS	45-59
2004	Employed,	ON	Female	68	Yes	10.45	HS Dropout	45-59
2004	Unemployed	BC	Male	NA	NA	NA	HS Dropout	30-44
2004	Employed,	ON	Female	128	NA	NA	BA or More	45-59
2004	Employed,	ON	Male	240	NA	NA	HS Grad	30-44
2004	Employed,	BC	Male	22	No	12.5	HS Dropout	15-29
2004	Employed,	QU	Female	1	No	8.5	HS Dropout	15-29
2004	Employed,	AL	Male	2	No	13.95	BA or More	15-29
2004	Employed,	AL	Male	49	Yes	9	Some PS	15-29
2004	Employed,	QU	Female	6	No	7.35	Some PS	30-44
2004	Employed,	ON	Female	109	No	19.78	BA or More	30-44
2004	Employed,	ON	Female	43	No	28	BA or More	45-59
2004	Employed,	ON	Male	1	No	12	Some PS	15-29
2004	Employed,	QU	Female	55	No	8.5	Some PS	30-44
2004	Employed,	ON	Male	103	Yes	17.5	Some PS	45-59
2004	Employed,	ON	Male	84	Yes	33.52	Some PS	30-44
2004	Employed,	ON	Male	28	No	25	BA or More	45-59
2004	Employed,	QU	Female	47	NA	NA	Some PS	15-29
2004	Employed,	BC	Female	63	NA	NA	HS Grad	60+
2004	Employed,	QU	Female	140	No	19.5	Some PS	45-59
2004	Employed,	ON	Female	5	No	6.85	HS Dropout	15-29
2004	Employed,	AL	Male	26	No	38.46	BA or More	45-59
2004	Employed,	AL	Male	72	No	25	Some PS	15-29
2004	Employed,	ON	Male	53	Yes	19.23	Some PS	45-59
2004	Employed,	ON	Female	28	No	7	HS Grad	15-29
2004	Employed,	ON	Female	6	No	7.5	Some PS	15-29
2004	Unemployed	ON	Male	NA	NA	NA	HS Dropout	15-29
2004	Employed,	AL	Female	6	No	7.5	BA or More	60+
2004	Employed,	AL	Female	16	No	13.5	BA or More	30-44
2004	Unemployed	QU	Female	NA	NA	NA	HS Dropout	30-44
2004	Unemployed	QU	Female	NA	NA	NA	HS Grad	45-59
2004	Employed,	BC	Female	145	No	4.62	Some PS	45-59
2004	Employed,	ON	Male	26	Yes	19.5	Some PS	30-44
2004	Employed,	QU	Female	36	Yes	20	BA or More	30-44
2004	Employed,	ON	Female	190	Yes	35	Some PS	30-44
2004	Employed,	ON	Male	144	Yes	34.36	BA or More	30-44
2004	Employed,	AL	Female	82	Yes	10.16	BA or More	30-44
2004	Employed,	ON	Male	51	NA	NA	HS Grad	45-59
2004	Employed,	QU	Female	6	No	7.3	HS Dropout	15-29
2004	Employed,	QU	Male	39	NA	NA	HS Dropout	15-29
2004	Employed,	ON	Male	26	No	30.77	BA or More	30-44
2004	Employed,	BC	Female	11	No	8	Some PS	15-29
2004	Employed,	BC	Female	8	No	10	Some PS	30-44
2004	Employed,	ON	Female	8	No	12	HS Grad	30-44
2004	Employed,	ON	Female	240	Yes	29.5	Some PS	45-59
2004	Employed,	AL	Female	139	Yes	6.5	HS Dropout	45-59
2004	Employed,	ON	Female	7	No	20	Some PS	30-44
2004	Employed,	ON	Female	146	No	16.83	HS Grad	30-44
2004	Employed,	ON	Female	6	Yes	16.83	BA or More	15-29
2004	Employed,	QU	Male	240	NA	NA	BA or More	45-59
2004	Employed,	ON	Female	68	No	15	Some PS	30-44
2004	Employed,	BC	Female	151	Yes	21.98	BA or More	30-44
2004	Unemployed	QU	Male	NA	NA	NA	HS Grad	15-29
2004	Employed,	QU	Female	240	NA	NA	BA or More	45-59
2004	Employed,	ON	Male	40	No	21.7	BA or More	45-59
2004	Employed,	ON	Female	73	No	20	BA or More	30-44
2004	Employed,	QU	Female	45	NA	NA	Some PS	30-44
2004	Employed,	QU	Female	24	No	10	HS Grad	30-44
2004	Employed,	QU	Male	175	No	37.77	BA or More	30-44
2004	Employed,	ON	Female	35	No	23	Some PS	15-29
2004	Employed,	ON	Male	194	No	11.22	Some PS	30-44
2004	Employed,	AL	Male	240	NA	NA	HS Grad	30-44
2004	Employed,	BC	Female	240	No	28.21	HS Grad	45-59
2004	Unemployed	ON	Male	NA	NA	NA	HS Grad	15-29
2004	Employed,	AL	Male	240	No	49.56	BA or More	60+
2004	Employed,	ON	Male	34	Yes	17.85	Some PS	30-44
2004	Employed,	QU	Female	32	No	32	Some PS	30-44
2004	Employed,	ON	Female	240	NA	NA	HS Dropout	60+
2004	Employed,	ON	Female	109	Yes	25	HS Dropout	45-59
2004	Employed,	QU	Male	240	No	12.31	HS Dropout	60+
2004	Employed,	ON	Male	132	No	6.27	HS Grad	60+
2004	Employed,	QU	Male	240	NA	NA	BA or More	45-59
2004	Employed,	ON	Male	224	No	43.27	BA or More	30-44
2004	Unemployed	QU	Male	NA	NA	NA	Some PS	15-29
2004	Employed,	AL	Female	42	NA	NA	HS Grad	45-59
2004	Employed,	BC	Male	91	Yes	31	BA or More	45-59
2004	Employed,	QU	Male	11	Yes	27.84	Some PS	45-59
2004	Employed,	QU	Male	51	Yes	19	Some PS	15-29
2004	Employed,	QU	Male	132	Yes	23	Some PS	30-44
2004	Unemployed	ON	Female	NA	NA	NA	HS Dropout	15-29
2004	Unemployed	ON	Male	NA	NA	NA	Some PS	45-59
2004	Employed,	ON	Male	29	No	10.5	HS Grad	15-29
2004	Employed,	BC	Male	36	Yes	25	BA or More	45-59
2004	Employed,	AL	Male	240	NA	NA	HS Dropout	60+
2004	Employed,	AL	Female	10	No	9.25	HS Grad	15-29
2004	Employed,	ON	Male	39	NA	NA	HS Grad	45-59
2004	Employed,	QU	Female	9	No	8.5	Some PS	45-59
2004	Employed,	AL	Male	67	No	22.6	HS Grad	30-44
2004	Employed,	ON	Female	23	No	14.75	BA or More	30-44
2004	Employed,	ON	Female	6	No	31.25	BA or More	30-44
2004	Employed,	QU	Female	147	No	17	HS Grad	45-59
2004	Employed,	ON	Female	163	Yes	12	Some PS	45-59
2004	Employed,	QU	Male	46	Yes	26	BA or More	30-44
2004	Employed,	BC	Male	9	Yes	21	BA or More	30-44
2004	Employed,	BC	Female	127	NA	NA	HS Grad	60+
2004	Employed,	QU	Male	14	No	20.51	BA or More	30-44
2004	Employed,	ON	Male	29	No	25.13	BA or More	30-44
2004	Employed,	ON	Male	13	No	10	HS Dropout	60+
2004	Employed,	BC	Female	240	Yes	33.46	Some PS	45-59
2004	Employed,	ON	Male	109	No	12.76	Some PS	30-44
2004	Employed,	ON	Male	128	Yes	20	HS Grad	30-44
2004	Employed,	ON	Male	240	Yes	23	Some PS	45-59
2004	Employed,	AL	Female	81	Yes	13.03	BA or More	45-59
2004	Employed,	ON	Female	21	Yes	21.25	BA or More	15-29
2004	Employed,	AL	Female	35	No	9	Some PS	15-29
2004	Unemployed	ON	Male	NA	NA	NA	HS Grad	15-29
2004	Employed,	ON	Female	240	No	18.27	Some PS	30-44
2004	Employed,	ON	Female	188	No	47.6	BA or More	30-44
2004	Employed,	ON	Female	240	No	42.56	Some PS	30-44
2004	Employed,	ON	Female	12	NA	NA	Some PS	60+
2004	Employed,	BC	Male	240	No	21	Some PS	45-59
2004	Employed,	ON	Male	48	No	7.2	HS Dropout	15-29
2004	Employed,	ON	Male	96	No	25.64	BA or More	30-44
2004	Employed,	AL	Female	4	No	11.77	HS Dropout	45-59
2004	Unemployed	ON	Male	NA	NA	NA	HS Grad	15-29
2004	Employed,	ON	Male	191	No	18.27	HS Grad	30-44
2004	Employed,	QU	Male	13	NA	NA	HS Dropout	30-44
2004	Employed,	AL	Female	240	Yes	32.42	BA or More	45-59
2004	Employed,	ON	Male	106	NA	NA	BA or More	60+
2004	Employed,	ON	Male	240	No	28.85	Some PS	45-59
2004	Employed,	ON	Female	63	No	11.3	HS Grad	60+
2004	Employed,	ON	Female	163	Yes	28.85	BA or More	45-59
2004	Employed,	QU	Female	240	Yes	16	Some PS	45-59
2004	Employed,	BC	Female	42	NA	NA	BA or More	30-44
2004	Employed,	QU	Male	240	NA	NA	HS Dropout	45-59
2004	Employed,	BC	Male	240	No	27.69	Some PS	45-59
2004	Unemployed	ON	Male	NA	NA	NA	Some PS	30-44
2004	Employed,	ON	Female	34	Yes	16	Some PS	30-44
2004	Employed,	ON	Female	199	Yes	37.44	BA or More	30-44
2004	Employed,	QU	Male	226	No	28.85	HS Grad	45-59
2004	Employed,	ON	Female	33	Yes	24.04	BA or More	15-29
2004	Employed,	QU	Female	210	Yes	17.5	HS Grad	45-59
2004	Unemployed	ON	Female	NA	NA	NA	BA or More	30-44
2004	Employed,	ON	Female	14	No	8.5	HS Dropout	45-59
2004	Employed,	ON	Female	240	Yes	42.86	Some PS	45-59
2004	Employed,	ON	Female	178	NA	NA	HS Grad	45-59
2004	Employed,	QU	Male	240	NA	NA	HS Dropout	60+
2004	Employed,	QU	Female	46	No	8.5	HS Grad	30-44
2004	Employed,	BC	Male	1	No	10	Some PS	15-29
2004	Employed,	QU	Female	226	No	14.97	HS Dropout	60+
2004	Employed,	QU	Male	72	NA	NA	Some PS	45-59
2004	Employed,	ON	Female	27	Yes	14	Some PS	30-44
2004	Employed,	ON	Female	147	No	16.48	Some PS	45-59
2004	Employed,	QU	Female	43	Yes	17.65	Some PS	15-29
2004	Employed,	AL	Male	20	No	20	HS Grad	15-29
2004	Employed,	ON	Male	24	No	8	HS Dropout	15-29
2004	Employed,	BC	Female	117	No	9	HS Dropout	15-29
2004	Employed,	ON	Female	227	No	10	HS Grad	45-59
2004	Employed,	QU	Female	240	No	34.86	BA or More	45-59
2004	Unemployed	ON	Male	NA	NA	NA	BA or More	45-59
2004	Employed,	QU	Male	8	No	8	Some PS	15-29
2004	Employed,	ON	Male	21	Yes	8	HS Dropout	15-29
2004	Employed,	AL	Male	235	No	60.1	BA or More	45-59
2004	Employed,	BC	Male	100	NA	NA	Some PS	30-44
2004	Employed,	BC	Female	80	No	28.85	HS Grad	30-44
2004	Employed,	AL	Male	8	No	12.15	Some PS	15-29
2004	Employed,	ON	Female	240	Yes	27.4	BA or More	45-59
2004	Employed,	QU	Male	7	Yes	10	Some PS	30-44
2004	Employed,	QU	Female	171	No	25.01	BA or More	30-44
2004	Employed,	BC	Male	30	No	43.41	BA or More	45-59
2004	Employed,	ON	Female	202	No	32.88	Some PS	45-59
2004	Employed,	QU	Male	53	Yes	15.29	BA or More	30-44
2004	Employed,	ON	Female	87	No	13.02	Some PS	15-29
2004	Employed,	ON	Male	130	NA	NA	BA or More	30-44
2004	Employed,	QU	Male	238	Yes	20	Some PS	30-44
2004	Employed,	ON	Male	193	NA	NA	Some PS	15-29
2004	Employed,	AL	Female	91	No	14.5	Some PS	30-44
2004	Employed,	AL	Female	12	Yes	18.55	Some PS	30-44
2004	Employed,	ON	Female	191	No	13.7	HS Dropout	30-44
2004	Employed,	ON	Female	41	No	12	Some PS	15-29
2004	Employed,	AL	Female	13	NA	NA	BA or More	30-44
2004	Unemployed	QU	Female	NA	NA	NA	Some PS	45-59
2004	Employed,	ON	Male	98	No	27.4	Some PS	30-44
2004	Employed,	ON	Male	5	NA	NA	Some PS	15-29
2004	Employed,	ON	Female	240	No	16	HS Dropout	30-44
2004	Employed,	QU	Male	2	No	18.75	HS Dropout	45-59
2004	Employed,	BC	Female	56	No	11.54	HS Dropout	45-59
2004	Employed,	ON	Male	2	No	25.64	HS Dropout	30-44
2004	Employed,	ON	Female	240	Yes	37.36	BA or More	45-59
2004	Unemployed	ON	Female	NA	NA	NA	Some PS	30-44
2004	Employed,	AL	Male	123	NA	NA	Some PS	30-44
2004	Employed,	BC	Male	134	NA	NA	Some PS	60+
2004	Employed,	QU	Male	40	Yes	15.32	HS Dropout	30-44
2004	Employed,	QU	Male	171	Yes	24.1	HS Dropout	15-29
2004	Employed,	ON	Male	171	No	15.4	HS Grad	30-44
2004	Unemployed	ON	Male	NA	NA	NA	Some PS	30-44
2004	Employed,	ON	Male	214	NA	NA	BA or More	45-59
2004	Employed,	QU	Male	240	No	17	Some PS	45-59
2004	Unemployed	ON	Female	NA	NA	NA	HS Grad	15-29
2004	Employed,	BC	Male	240	Yes	37.54	Some PS	45-59
2004	Employed,	QU	Male	39	Yes	33	Some PS	45-59
2005	Employed,	AL	Female	6	No	8.75	HS Dropout	15-29
2005	Employed,	ON	Male	78	NA	NA	BA or More	15-29
2005	Unemployed	QU	Female	NA	NA	NA	BA or More	45-59
2005	Employed,	QU	Female	54	No	10.57	Some PS	30-44
2005	Employed,	QU	Female	91	No	13.5	Some PS	30-44
2005	Employed,	ON	Female	15	Yes	25	BA or More	15-29
2005	Employed,	ON	Female	240	Yes	19.96	HS Grad	30-44
2005	Employed,	BC	Female	11	No	9.5	HS Grad	45-59
2005	Employed,	BC	Female	7	Yes	22.6	BA or More	30-44
2005	Employed,	QU	Female	3	No	8.5	Some PS	15-29
2005	Employed,	ON	Female	12	No	21.63	Some PS	30-44
2005	Employed,	QU	Female	190	NA	NA	HS Dropout	45-59
2005	Employed,	ON	Male	7	No	7.75	HS Dropout	15-29
2005	Employed,	QU	Male	5	No	27.88	Some PS	60+
2005	Employed,	ON	Male	28	Yes	29.58	Some PS	30-44
2005	Employed,	ON	Male	69	No	16	HS Grad	15-29
2005	Employed,	AL	Male	1	Yes	32	Some PS	45-59
2005	Employed,	AL	Male	240	NA	NA	HS Dropout	45-59
2005	Employed,	ON	Male	49	NA	NA	BA or More	30-44
2005	Employed,	QU	Male	171	Yes	10	HS Grad	45-59
2005	Employed,	AL	Female	27	No	20.84	BA or More	15-29
2005	Employed,	AL	Female	17	Yes	16.77	Some PS	15-29
2005	Employed,	ON	Male	44	No	14.7	Some PS	30-44
2005	Employed,	QU	Male	84	Yes	27.15	Some PS	30-44
2005	Employed,	ON	Male	47	No	41	Some PS	30-44
2005	Employed,	BC	Male	7	No	8	HS Dropout	15-29
2005	Employed,	ON	Female	99	No	57.69	BA or More	30-44
2005	Employed,	ON	Male	18	No	20	BA or More	15-29
2005	Employed,	BC	Female	6	Yes	9.32	BA or More	15-29
2005	Employed,	BC	Male	27	No	26.5	Some PS	30-44
2005	Employed,	QU	Male	195	No	59.13	Some PS	45-59
2005	Employed,	ON	Male	142	NA	NA	BA or More	30-44
2005	Employed,	ON	Female	1	No	7	HS Grad	15-29
2005	Employed,	ON	Male	15	No	8	HS Grad	15-29
2005	Unemployed	ON	Male	NA	NA	NA	HS Dropout	15-29
2005	Employed,	QU	Female	240	Yes	19.23	BA or More	45-59
2005	Employed,	AL	Male	63	No	19.5	HS Grad	15-29
2005	Employed,	QU	Male	51	Yes	20	HS Grad	30-44
2005	Unemployed	QU	Female	NA	NA	NA	HS Dropout	45-59
2005	Employed,	QU	Male	2	No	12	Some PS	15-29
2005	Employed,	ON	Female	217	No	10	HS Grad	60+
2005	Employed,	BC	Male	19	NA	NA	Some PS	15-29
2005	Employed,	AL	Male	50	No	30.77	HS Grad	15-29
2005	Employed,	BC	Male	13	NA	NA	BA or More	30-44
2005	Employed,	QU	Male	153	Yes	30.9	Some PS	30-44
2005	Employed,	QU	Male	179	NA	NA	BA or More	45-59
2005	Unemployed	ON	Male	NA	NA	NA	HS Grad	30-44
2005	Unemployed	ON	Female	NA	NA	NA	HS Grad	30-44
2005	Employed,	ON	Female	61	No	6.87	BA or More	60+
2005	Employed,	QU	Male	9	No	12	HS Dropout	60+
2005	Employed,	AL	Male	22	No	15	HS Grad	15-29
2005	Employed,	ON	Male	75	No	28.37	Some PS	30-44
2005	Employed,	QU	Female	14	No	9.75	HS Grad	30-44
2005	Employed,	ON	Male	7	No	30	BA or More	30-44
2005	Employed,	ON	Female	32	No	8.89	Some PS	60+
2005	Employed,	AL	Female	37	NA	NA	Some PS	30-44
2005	Employed,	BC	Male	21	Yes	10	Some PS	45-59
2005	Employed,	ON	Male	184	Yes	26	Some PS	30-44
2005	Employed,	QU	Female	73	No	14.42	HS Dropout	30-44
2005	Employed,	ON	Female	240	Yes	22.12	BA or More	45-59
2005	Employed,	BC	Female	20	No	8.5	HS Dropout	15-29
2005	Unemployed	ON	Male	NA	NA	NA	HS Dropout	45-59
2005	Employed,	BC	Male	23	Yes	8	Some PS	15-29
2005	Unemployed	ON	Male	NA	NA	NA	HS Grad	30-44
2005	Employed,	ON	Male	51	NA	NA	HS Grad	15-29
2005	Employed,	QU	Female	35	No	18	Some PS	15-29
2005	Employed,	QU	Male	240	Yes	31	Some PS	30-44
2005	Employed,	ON	Male	11	No	9.52	Some PS	45-59
2005	Unemployed	QU	Male	NA	NA	NA	HS Dropout	45-59
2005	Employed,	ON	Female	7	No	9	Some PS	15-29
2005	Employed,	ON	Female	94	No	13.4	HS Grad	30-44
2005	Employed,	QU	Male	213	Yes	28	HS Grad	30-44
2005	Employed,	ON	Male	240	Yes	16.29	HS Dropout	45-59
2005	Employed,	ON	Male	181	NA	NA	HS Grad	30-44
2005	Employed,	QU	Male	240	Yes	26.52	Some PS	45-59
2005	Employed,	ON	Female	3	No	16	Some PS	30-44
2005	Employed,	ON	Female	4	No	7.5	HS Dropout	30-44
2005	Employed,	ON	Female	240	Yes	26.57	BA or More	45-59
2005	Employed,	ON	Male	240	NA	NA	HS Dropout	45-59
2005	Unemployed	ON	Male	NA	NA	NA	BA or More	15-29
2005	Employed,	ON	Female	6	No	15	Some PS	30-44
2005	Employed,	AL	Female	7	No	10	HS Dropout	15-29
2005	Employed,	ON	Male	152	No	15.39	HS Grad	45-59
2005	Employed,	ON	Male	23	No	9	Some PS	60+
2005	Employed,	BC	Male	89	Yes	16.52	HS Grad	15-29
2005	Employed,	AL	Male	14	No	13.46	Some PS	15-29
2005	Employed,	QU	Male	23	Yes	16	Some PS	15-29
2005	Employed,	ON	Male	62	No	11.26	HS Dropout	30-44
2005	Employed,	ON	Female	240	NA	NA	BA or More	45-59
2005	Employed,	ON	Male	68	No	38.46	BA or More	15-29
2005	Employed,	AL	Male	59	No	35.1	BA or More	45-59
2005	Employed,	AL	Male	7	No	11	HS Grad	15-29
2005	Employed,	ON	Female	7	No	10	HS Grad	45-59
2005	Employed,	AL	Female	12	No	19.23	Some PS	45-59
2005	Employed,	QU	Male	2	No	7.45	Some PS	15-29
2005	Employed,	BC	Female	2	No	10	Some PS	45-59
2005	Employed,	BC	Female	205	NA	NA	Some PS	60+
2005	Employed,	QU	Female	211	NA	NA	Some PS	45-59
2005	Employed,	ON	Male	240	NA	NA	HS Dropout	60+
2005	Employed,	AL	Male	8	No	19.47	BA or More	30-44
2005	Employed,	ON	Male	31	No	23.5	Some PS	30-44
2005	Employed,	AL	Male	10	No	17	HS Grad	15-29
2005	Employed,	AL	Female	8	No	12	Some PS	15-29
2005	Employed,	ON	Female	231	No	32.21	HS Grad	45-59
2005	Employed,	ON	Male	20	NA	NA	BA or More	15-29
2005	Employed,	ON	Male	151	NA	NA	Some PS	30-44
2005	Employed,	QU	Male	4	No	10.5	HS Dropout	15-29
2005	Employed,	ON	Female	67	No	11.5	HS Grad	15-29
2005	Employed,	ON	Female	31	No	24.04	Some PS	15-29
2005	Employed,	QU	Male	134	No	11.89	Some PS	60+
2005	Employed,	ON	Female	197	No	9.5	Some PS	60+
2005	Employed,	ON	Male	79	No	14	HS Grad	30-44
2005	Employed,	AL	Female	6	Yes	11	Some PS	45-59
2005	Employed,	ON	Male	240	NA	NA	HS Grad	60+
2005	Employed,	AL	Male	3	Yes	24.5	HS Dropout	45-59
2005	Employed,	BC	Female	3	No	14	Some PS	30-44
2005	Employed,	ON	Female	15	No	27	HS Grad	30-44
2005	Employed,	AL	Male	84	No	23.25	Some PS	30-44
2005	Employed,	ON	Male	32	Yes	9	Some PS	45-59
2005	Employed,	AL	Female	84	Yes	15.92	Some PS	30-44
2005	Employed,	ON	Female	125	No	7.5	HS Grad	30-44
2005	Employed,	QU	Female	240	Yes	32.97	BA or More	45-59
2005	Employed,	ON	Female	240	No	12	HS Grad	30-44
2005	Employed,	ON	Female	175	No	15.38	HS Grad	30-44
2005	Unemployed	BC	Female	NA	NA	NA	HS Dropout	15-29
2005	Employed,	QU	Male	30	Yes	10	Some PS	15-29
2005	Employed,	ON	Male	93	No	21.5	Some PS	30-44
2005	Employed,	QU	Male	2	No	12	BA or More	30-44
2005	Employed,	AL	Female	179	No	46.15	BA or More	45-59
2005	Employed,	ON	Female	5	No	7.1	HS Dropout	15-29
2005	Unemployed	ON	Male	NA	NA	NA	HS Grad	45-59
2005	Employed,	ON	Female	50	NA	NA	HS Grad	45-59
2005	Employed,	AL	Female	200	Yes	18.46	HS Grad	45-59
2005	Employed,	QU	Male	31	No	8	Some PS	15-29
2005	Employed,	QU	Male	85	Yes	23	Some PS	45-59
2005	Employed,	AL	Male	84	NA	NA	Some PS	30-44
2005	Employed,	BC	Female	14	No	13.5	BA or More	30-44
2005	Employed,	QU	Male	202	Yes	26.1	Some PS	30-44
2005	Employed,	ON	Female	159	NA	NA	HS Dropout	30-44
2005	Employed,	QU	Male	34	Yes	20	BA or More	15-29
2005	Employed,	ON	Female	31	NA	NA	HS Grad	45-59
2005	Employed,	ON	Male	11	No	20	HS Dropout	30-44
2005	Employed,	QU	Male	49	NA	NA	Some PS	45-59
2005	Employed,	BC	Female	17	No	7.69	Some PS	30-44
2005	Employed,	ON	Male	39	NA	NA	BA or More	30-44
2005	Employed,	QU	Male	46	Yes	27	Some PS	30-44
2005	Employed,	BC	Male	17	NA	NA	HS Grad	30-44
2005	Employed,	ON	Male	240	Yes	18.83	HS Grad	30-44
2005	Employed,	ON	Female	21	NA	NA	HS Grad	30-44
2005	Employed,	ON	Female	16	No	27.33	Some PS	30-44
2005	Employed,	ON	Male	78	Yes	27.11	HS Grad	30-44
2005	Employed,	ON	Female	56	No	9.5	HS Dropout	45-59
